CustomerID,Age,Gender,Region,Occupation,NetworkType,ServiceProvider,PlanType,PlanCost,ContractLength,CallMinutesPerMonth,DataUsagePerMonth(GB),TextMessagesPerMonth,InternationalCallMinutes,ChurnStatus,CustomerSatisfaction,ComplaintsLodged,PromotionsAvailed,MonthlyCharges,TotalRevenue,PaymentMethod,DeviceType,NumberOfSIMs,RoamingStatus,LoyaltyProgramParticipation,ReferralProgramParticipation
162,32,Female,Urban,Working Professional,5G,Vodafone,Postpaid,132,12,459,47.9,421,83,Yes,1,Yes,Yes,2247,3830,Debit Card,Basic Phone,2,No,No,Yes
163,42,Female,Rural,Housewife,4G,Vodafone,Prepaid,787,0,149,25.27,75,55,No,3,No,No,2780,91627,Net Banking,Tablet,3,No,Yes,Yes
164,18,Male,Urban,Student,5G,Jio,Postpaid,325,12,587,3.75,448,83,No,4,No,No,4872,48231,UPI,Tablet,3,No,No,No
165,29,Male,Urban,Working Professional,4G,Airtel,Prepaid,1242,12,2679,17.17,169,88,No,4,No,No,2340,7143,Debit Card,Smartphone,1,No,No,Yes
166,28,Female,Urban,Working Professional,5G,Airtel,Prepaid,434,12,744,10.01,63,82,No,4,No,No,2268,28339,Debit Card,Smartphone,3,No,No,Yes
167,60,Male,Rural,Unemployed,4G,Jio,Prepaid,1814,24,1569,1.25,272,78,Yes,2,Yes,Yes,1472,61699,Credit Card,Basic Phone,1,No,No,No
168,62,Female,Rural,Student,4G,Vodafone,Postpaid,1340,12,395,26.44,1,74,No,5,Yes,No,4741,35015,Credit Card,Basic Phone,1,No,No,Yes
169,23,Female,Urban,Unemployed,5G,Airtel,Prepaid,365,0,2507,18.02,258,4,No,5,No,Yes,3054,56470,UPI,Basic Phone,1,No,Yes,No
170,27,Male,Urban,Working Professional,5G,Jio,Postpaid,1812,0,624,5.93,497,24,No,5,No,No,1697,25421,Debit Card,Tablet,3,No,Yes,Yes
171,49,Male,Rural,Working Professional,4G,Jio,Postpaid,1483,12,2974,35.81,437,58,No,5,No,No,4478,57877,Net Banking,Basic Phone,1,Yes,No,No
172,27,Male,Urban,Working Professional,5G,Airtel,Postpaid,616,0,2861,23.15,107,81,No,4,No,Yes,157,71130,Net Banking,Basic Phone,2,No,Yes,No
173,39,Female,Rural,Student,4G,Vodafone,Prepaid,1830,24,821,6.74,388,9,No,5,Yes,Yes,433,10446,Net Banking,Smartphone,2,No,Yes,No
174,65,Male,Rural,Student,4G,Vodafone,Prepaid,127,12,1982,42.81,478,2,Yes,2,No,No,851,41682,Debit Card,Basic Phone,3,No,Yes,Yes
175,63,Male,Rural,Working Professional,4G,Jio,Prepaid,227,24,2619,19.12,21,39,Yes,3,No,Yes,4228,10775,Net Banking,Smartphone,3,Yes,No,Yes
176,28,Female,Urban,Working Professional,5G,Jio,Prepaid,983,12,1212,45.65,400,41,No,4,Yes,No,4319,33798,Net Banking,Tablet,2,No,No,Yes
177,43,Male,Rural,Unemployed,4G,Airtel,Prepaid,988,24,2570,37.98,492,11,No,5,Yes,Yes,743,7976,Credit Card,Basic Phone,2,No,No,No
178,25,Male,Urban,Working Professional,4G,Jio,Prepaid,1246,24,2503,30.04,242,33,No,4,No,Yes,2380,17701,Credit Card,Smartphone,2,No,Yes,No
179,59,Male,Rural,Student,5G,Vodafone,Prepaid,1642,12,305,21.38,369,54,No,4,Yes,Yes,1820,63170,UPI,Tablet,1,No,Yes,Yes
180,70,Female,Rural,Working Professional,4G,Vodafone,Prepaid,1807,6,1683,18.1,115,76,No,5,No,No,751,18383,UPI,Basic Phone,2,No,Yes,No
181,20,Male,Urban,Working Professional,4G,Airtel,Postpaid,1786,0,1734,27.81,308,89,No,5,Yes,No,4144,84935,Net Banking,Tablet,1,No,Yes,Yes
182,35,Male,Urban,Working Professional,5G,Jio,Postpaid,922,12,2483,43.37,157,22,No,4,Yes,No,3246,18374,Credit Card,Tablet,2,No,Yes,Yes
183,64,Female,Rural,Working Professional,4G,Airtel,Prepaid,834,0,1815,3.9,32,3,No,4,No,Yes,2145,96466,UPI,Smartphone,1,No,Yes,No
184,44,Female,Rural,Unemployed,4G,Jio,Postpaid,145,6,1381,28.47,429,95,Yes,2,Yes,Yes,4103,32220,Credit Card,Tablet,2,No,Yes,Yes
185,44,Male,Rural,Student,4G,Jio,Prepaid,1658,6,2756,17.25,94,50,No,4,Yes,Yes,1453,76826,Credit Card,Basic Phone,2,No,No,Yes
186,42,Male,Rural,Working Professional,4G,Jio,Prepaid,317,12,1339,9.72,157,19,Yes,2,Yes,No,1551,1158,Net Banking,Basic Phone,3,Yes,No,No
187,65,Male,Rural,Unemployed,4G,Vodafone,Postpaid,1301,6,1712,18.03,441,61,No,5,Yes,Yes,403,27659,Debit Card,Basic Phone,2,No,No,Yes
188,24,Female,Urban,Working Professional,5G,Vodafone,Prepaid,1644,24,2871,34.66,137,3,No,3,No,Yes,2650,2739,Debit Card,Tablet,2,No,Yes,Yes
189,31,Female,Urban,Working Professional,5G,Vodafone,Prepaid,1328,24,858,12.04,378,98,Yes,2,Yes,No,2413,17653,Credit Card,Tablet,3,No,Yes,Yes
190,40,Female,Rural,Housewife,4G,Jio,Postpaid,1514,12,2497,37.7,285,37,No,4,No,Yes,434,16780,Debit Card,Tablet,1,Yes,Yes,Yes
191,31,Male,Urban,Unemployed,5G,Airtel,Postpaid,1194,6,2500,21.03,126,61,Yes,3,Yes,No,3530,27822,UPI,Basic Phone,2,No,No,No
192,57,Female,Rural,Unemployed,4G,Airtel,Prepaid,1741,0,1006,37.72,418,37,No,5,No,Yes,949,35360,Debit Card,Smartphone,2,Yes,No,No
193,19,Female,Urban,Student,4G,Vodafone,Postpaid,553,0,2775,15.95,372,9,No,3,No,No,1553,13067,Net Banking,Basic Phone,3,Yes,No,No
194,29,Female,Urban,Working Professional,5G,Airtel,Prepaid,165,12,2156,37.97,297,24,No,5,No,Yes,678,61645,Debit Card,Smartphone,3,No,Yes,No
195,49,Female,Rural,Working Professional,4G,Airtel,Postpaid,1255,24,1936,25.13,108,2,No,5,No,Yes,2815,83100,Debit Card,Tablet,3,Yes,No,Yes
196,36,Male,Rural,Working Professional,4G,Jio,Postpaid,1284,6,1094,39.66,297,94,Yes,2,Yes,No,2560,58325,Credit Card,Tablet,1,No,Yes,Yes
197,18,Male,Urban,Unemployed,5G,Vodafone,Prepaid,1317,0,1419,45.67,377,26,No,5,Yes,Yes,4126,23007,UPI,Smartphone,3,Yes,No,No
198,58,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1813,24,2042,22.38,44,71,No,4,Yes,Yes,3192,30929,Debit Card,Tablet,1,Yes,No,No
199,66,Male,Rural,Student,4G,Vodafone,Prepaid,1405,6,2634,37.18,201,64,No,4,Yes,Yes,2455,72874,Debit Card,Smartphone,2,No,No,Yes
200,66,Male,Rural,Working Professional,4G,Jio,Prepaid,1983,0,1771,4.17,306,50,No,3,Yes,Yes,4755,98054,Credit Card,Basic Phone,1,Yes,Yes,Yes
201,56,Male,Rural,Working Professional,4G,Vodafone,Postpaid,999,0,651,26.71,315,55,No,3,No,No,837,18094,UPI,Tablet,1,No,Yes,Yes
202,24,Female,Urban,Working Professional,4G,Jio,Postpaid,114,6,2331,18.67,415,67,No,3,No,No,3614,39100,Net Banking,Smartphone,1,Yes,Yes,No
203,22,Male,Urban,Unemployed,5G,Airtel,Prepaid,1736,24,2733,43.05,106,99,No,4,No,Yes,3838,10734,Credit Card,Smartphone,1,Yes,Yes,Yes
204,35,Female,Urban,Working Professional,5G,Vodafone,Prepaid,1448,12,2342,10.83,241,22,No,4,No,No,1899,87066,UPI,Tablet,2,No,No,Yes
205,57,Female,Rural,Student,4G,Jio,Prepaid,1589,6,2217,33.92,412,9,No,4,Yes,Yes,3131,99615,Credit Card,Tablet,2,No,No,Yes
206,49,Female,Rural,Housewife,4G,Airtel,Postpaid,1938,6,2195,8.35,14,29,No,3,Yes,No,1020,12255,Net Banking,Smartphone,1,No,Yes,Yes
207,56,Male,Rural,Working Professional,4G,Airtel,Postpaid,1286,6,731,39.8,187,99,No,4,Yes,No,4620,47300,UPI,Smartphone,3,Yes,Yes,No
208,19,Female,Urban,Working Professional,5G,Jio,Postpaid,1812,12,1443,13.86,181,59,No,3,No,No,4907,58429,Debit Card,Basic Phone,3,Yes,No,No
209,20,Female,Urban,Working Professional,4G,Airtel,Postpaid,822,0,2712,12.92,57,72,Yes,1,Yes,Yes,915,86632,Debit Card,Smartphone,1,No,No,No
210,22,Female,Urban,Unemployed,5G,Vodafone,Postpaid,593,0,2412,40.86,273,6,No,4,No,Yes,2787,31072,UPI,Basic Phone,2,No,No,No
211,51,Female,Rural,Working Professional,4G,Airtel,Prepaid,684,12,1042,1.05,74,12,Yes,2,Yes,Yes,4765,40007,Credit Card,Basic Phone,1,Yes,No,No
212,52,Female,Rural,Housewife,4G,Airtel,Postpaid,1612,0,906,46.49,301,51,No,3,No,No,1813,14482,Debit Card,Basic Phone,3,No,Yes,No
213,64,Female,Rural,Working Professional,4G,Airtel,Prepaid,192,0,1481,32.35,240,99,Yes,2,No,Yes,1920,5061,Net Banking,Tablet,3,Yes,Yes,Yes
214,63,Female,Rural,Working Professional,4G,Jio,Postpaid,763,6,1852,47.73,99,28,No,3,Yes,Yes,4695,44679,Debit Card,Tablet,2,Yes,No,No
215,27,Female,Urban,Unemployed,5G,Airtel,Postpaid,972,24,2365,10.41,20,3,No,3,Yes,No,2708,67218,Debit Card,Tablet,1,Yes,No,Yes
216,65,Female,Rural,Working Professional,5G,Airtel,Postpaid,1282,24,1960,16.9,39,3,No,3,No,No,1266,36316,Debit Card,Basic Phone,2,Yes,No,Yes
217,22,Male,Urban,Working Professional,5G,Airtel,Prepaid,598,24,512,37.03,493,79,No,3,No,No,4082,42971,Net Banking,Basic Phone,3,Yes,Yes,No
218,19,Male,Urban,Working Professional,4G,Jio,Postpaid,1549,12,1574,35.84,283,37,No,5,Yes,No,4760,96350,Debit Card,Tablet,2,Yes,Yes,No
219,28,Female,Urban,Unemployed,5G,Vodafone,Postpaid,1073,12,2210,27.29,316,61,No,4,No,No,2166,4946,Net Banking,Smartphone,3,Yes,Yes,No
220,38,Female,Rural,Student,5G,Airtel,Prepaid,1115,24,869,16.67,401,57,No,4,No,Yes,4544,46496,Debit Card,Tablet,3,Yes,No,No
221,43,Female,Rural,Working Professional,4G,Jio,Postpaid,1182,0,2204,6.8,349,54,No,3,Yes,No,3495,44339,Debit Card,Basic Phone,1,No,No,No
222,49,Female,Rural,Unemployed,5G,Vodafone,Prepaid,498,6,2140,7.28,486,1,Yes,2,Yes,No,639,93153,Debit Card,Tablet,1,No,Yes,Yes
223,64,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1606,24,1465,32.17,378,95,No,3,No,Yes,4436,85979,Debit Card,Tablet,3,Yes,No,No
224,28,Female,Urban,Unemployed,5G,Airtel,Prepaid,254,6,2934,25.37,1,76,No,5,Yes,No,945,79486,Credit Card,Basic Phone,1,Yes,Yes,No
225,50,Female,Rural,Unemployed,4G,Jio,Prepaid,394,6,78,24.23,104,17,Yes,3,No,Yes,661,9737,UPI,Tablet,1,Yes,Yes,No
226,45,Female,Rural,Retired,5G,Airtel,Prepaid,766,6,1259,27.89,190,11,No,5,Yes,Yes,3015,60783,Credit Card,Basic Phone,2,Yes,No,No
227,58,Male,Rural,Working Professional,4G,Airtel,Prepaid,845,12,386,12.01,469,6,No,4,No,Yes,470,13535,Debit Card,Tablet,1,No,Yes,Yes
228,19,Female,Urban,Student,4G,Vodafone,Prepaid,1227,0,2636,27.04,360,95,No,4,No,Yes,3657,35558,Credit Card,Basic Phone,3,Yes,No,Yes
229,22,Male,Urban,Unemployed,4G,Airtel,Prepaid,1760,0,2397,46.76,11,46,No,5,No,No,4986,84652,Net Banking,Tablet,2,Yes,Yes,Yes
230,20,Female,Urban,Working Professional,4G,Jio,Postpaid,327,12,614,28.67,380,39,No,3,Yes,Yes,1527,25370,Debit Card,Tablet,1,No,No,Yes
231,65,Male,Rural,Working Professional,4G,Airtel,Postpaid,1104,24,501,4.91,339,38,No,5,No,Yes,214,4876,Debit Card,Basic Phone,1,No,Yes,Yes
232,62,Male,Rural,Unemployed,4G,Airtel,Prepaid,220,0,679,13.36,400,33,Yes,2,No,No,2974,11387,Credit Card,Basic Phone,3,No,No,No
233,22,Female,Urban,Working Professional,4G,Vodafone,Postpaid,849,12,2915,28.21,349,3,No,3,No,No,2171,48731,Net Banking,Tablet,2,No,Yes,No
234,41,Female,Rural,Working Professional,5G,Airtel,Prepaid,978,0,1377,27.76,53,26,No,5,No,Yes,3082,76138,Net Banking,Basic Phone,2,No,Yes,No
235,22,Female,Urban,Working Professional,4G,Airtel,Postpaid,1696,6,648,23.39,334,79,No,5,No,No,2728,34509,Credit Card,Basic Phone,2,Yes,Yes,Yes
236,54,Female,Rural,Student,5G,Vodafone,Prepaid,769,12,1070,27.56,133,67,Yes,3,Yes,Yes,3813,57928,Debit Card,Smartphone,2,No,No,Yes
237,20,Male,Urban,Unemployed,4G,Airtel,Postpaid,1258,0,1353,17.55,48,38,No,5,Yes,Yes,4680,17885,Debit Card,Smartphone,3,No,Yes,No
238,32,Male,Urban,Working Professional,4G,Airtel,Prepaid,1590,24,1607,11.84,38,44,No,3,No,Yes,4285,4601,Debit Card,Smartphone,1,Yes,Yes,No
239,33,Female,Urban,Unemployed,5G,Vodafone,Postpaid,1925,6,1757,22.26,144,81,No,5,No,No,1048,49019,UPI,Tablet,1,Yes,No,No
240,19,Male,Urban,Working Professional,5G,Jio,Postpaid,425,24,101,32.54,358,50,No,5,Yes,No,2827,13759,Credit Card,Tablet,2,Yes,Yes,Yes
241,38,Female,Rural,Housewife,4G,Airtel,Prepaid,1815,24,2683,40.19,68,100,Yes,3,No,No,3274,67076,Net Banking,Basic Phone,3,Yes,No,No
242,67,Female,Rural,Student,4G,Jio,Postpaid,1005,12,569,32.2,38,68,No,4,No,Yes,4101,80445,Credit Card,Basic Phone,1,Yes,No,No
243,63,Female,Rural,Working Professional,4G,Airtel,Postpaid,294,6,323,8.43,402,54,Yes,1,No,Yes,4015,74093,Credit Card,Basic Phone,2,No,No,No
244,34,Female,Urban,Unemployed,4G,Vodafone,Postpaid,105,0,2235,30.87,136,3,No,3,No,Yes,1932,30947,Debit Card,Basic Phone,3,No,No,No
245,39,Male,Rural,Working Professional,5G,Airtel,Prepaid,1673,24,2612,31.08,499,98,No,4,No,No,3557,74584,Credit Card,Tablet,1,No,No,No
246,33,Female,Urban,Working Professional,4G,Airtel,Postpaid,266,6,1834,32.22,146,15,No,3,Yes,Yes,4007,95800,Net Banking,Basic Phone,3,Yes,Yes,No
247,39,Male,Rural,Student,4G,Jio,Postpaid,319,6,1743,1.59,5,2,Yes,3,No,No,577,75421,Credit Card,Basic Phone,3,Yes,Yes,No
248,57,Male,Rural,Working Professional,4G,Vodafone,Postpaid,1790,12,625,41.91,41,88,No,5,No,No,2659,10918,Net Banking,Tablet,3,No,Yes,Yes
249,31,Male,Urban,Working Professional,5G,Jio,Prepaid,273,0,106,30.13,270,69,No,4,Yes,No,2543,84170,UPI,Smartphone,3,No,Yes,Yes
250,65,Female,Rural,Student,4G,Jio,Prepaid,1336,12,190,3.38,210,98,No,3,No,No,3984,87956,Net Banking,Tablet,1,No,No,Yes
251,40,Female,Rural,Unemployed,5G,Jio,Prepaid,1252,0,2784,13.28,362,0,No,3,Yes,Yes,1947,88517,Net Banking,Tablet,2,Yes,Yes,Yes
252,57,Male,Rural,Student,4G,Airtel,Prepaid,522,12,2506,24.11,41,100,No,5,Yes,No,4941,67961,Net Banking,Smartphone,3,No,Yes,No
253,21,Female,Urban,Housewife,4G,Airtel,Postpaid,1231,6,475,38.77,136,5,No,3,Yes,Yes,4352,20554,Credit Card,Smartphone,2,No,Yes,No
254,40,Male,Rural,Unemployed,4G,Airtel,Prepaid,1356,0,272,40.86,225,10,No,3,Yes,Yes,742,71216,Net Banking,Basic Phone,3,Yes,Yes,Yes
255,35,Female,Urban,Housewife,4G,Vodafone,Prepaid,887,12,1842,30.3,274,39,No,3,Yes,No,3388,2564,Credit Card,Tablet,3,No,No,No
256,63,Male,Rural,Unemployed,5G,Airtel,Postpaid,385,12,1063,49.76,454,73,Yes,3,No,No,4318,5400,Debit Card,Smartphone,1,Yes,Yes,Yes
257,50,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1598,6,339,3.79,2,39,No,4,No,No,313,80414,Debit Card,Basic Phone,2,Yes,No,Yes
258,18,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1476,6,1801,2.76,248,65,No,4,No,No,2804,14110,Debit Card,Tablet,1,Yes,No,Yes
259,44,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1302,0,2919,22.81,106,21,No,4,Yes,Yes,1242,40611,Net Banking,Basic Phone,2,Yes,No,No
260,29,Male,Urban,Working Professional,5G,Airtel,Postpaid,1190,0,2408,45.76,412,74,No,4,Yes,No,231,42670,Net Banking,Tablet,1,No,Yes,No
261,28,Female,Urban,Working Professional,5G,Airtel,Prepaid,1746,24,170,17.35,412,79,No,4,No,Yes,3573,40823,Net Banking,Smartphone,3,Yes,No,Yes
262,28,Male,Urban,Retired,4G,Vodafone,Postpaid,1661,12,2610,25.3,260,1,No,5,Yes,Yes,399,17481,Debit Card,Basic Phone,3,Yes,Yes,No
263,39,Male,Rural,Retired,4G,Jio,Prepaid,205,24,1649,21.33,129,97,Yes,3,No,Yes,1412,59454,UPI,Smartphone,3,No,No,No
264,53,Male,Rural,Retired,4G,Vodafone,Postpaid,1424,24,1481,6.34,309,56,No,3,No,Yes,792,81197,Net Banking,Tablet,2,No,Yes,No
265,54,Female,Rural,Working Professional,5G,Airtel,Prepaid,1742,12,447,16.86,141,2,No,3,Yes,No,3374,37928,Credit Card,Basic Phone,2,No,Yes,Yes
266,18,Female,Urban,Working Professional,5G,Airtel,Postpaid,351,0,198,14.42,400,95,No,3,Yes,Yes,2069,8056,UPI,Basic Phone,1,No,Yes,Yes
267,62,Female,Rural,Working Professional,4G,Airtel,Postpaid,1557,0,2883,43.35,320,83,No,3,Yes,Yes,1051,76831,UPI,Basic Phone,1,Yes,Yes,Yes
268,34,Male,Urban,Student,5G,Airtel,Prepaid,1883,24,1708,22.98,464,2,No,5,Yes,Yes,4061,81542,Debit Card,Basic Phone,2,No,No,No
269,28,Male,Urban,Student,5G,Vodafone,Prepaid,1411,12,1758,5.1,221,1,No,3,No,No,1263,99586,Net Banking,Tablet,3,Yes,Yes,Yes
270,62,Female,Rural,Student,4G,Jio,Prepaid,1859,0,2200,14.6,64,29,Yes,2,Yes,No,1255,16942,Credit Card,Smartphone,1,No,Yes,Yes
271,36,Male,Rural,Working Professional,4G,Airtel,Prepaid,868,0,2727,46.12,495,45,No,5,No,Yes,1401,15500,UPI,Smartphone,2,No,Yes,Yes
272,49,Female,Rural,Working Professional,4G,Airtel,Prepaid,1193,0,1021,14.23,119,54,No,4,Yes,No,3195,83230,Net Banking,Smartphone,1,No,Yes,No
273,25,Female,Urban,Unemployed,5G,Airtel,Postpaid,252,6,2939,29.53,449,14,No,3,Yes,Yes,2609,65491,Net Banking,Tablet,3,No,No,Yes
274,34,Male,Urban,Student,5G,Airtel,Postpaid,1331,6,2277,42.91,257,56,No,3,Yes,Yes,1215,35463,UPI,Smartphone,1,Yes,Yes,Yes
275,54,Female,Rural,Student,4G,Jio,Prepaid,829,6,548,41.63,389,46,No,5,Yes,Yes,661,62444,UPI,Tablet,1,Yes,Yes,Yes
276,49,Female,Rural,Student,4G,Jio,Prepaid,1736,24,320,32.92,332,81,No,3,Yes,No,2723,55024,UPI,Tablet,2,No,No,Yes
277,65,Male,Rural,Student,4G,Jio,Postpaid,155,24,380,5.1,350,44,Yes,1,Yes,Yes,320,75902,Net Banking,Tablet,3,No,No,Yes
278,25,Male,Urban,Working Professional,5G,Jio,Postpaid,921,12,1675,37.98,123,77,No,3,No,No,3471,80312,Net Banking,Tablet,1,Yes,Yes,Yes
279,27,Male,Urban,Unemployed,5G,Jio,Prepaid,1367,6,1675,19.21,490,80,Yes,1,No,Yes,4933,67603,Debit Card,Basic Phone,2,No,No,Yes
280,24,Female,Urban,Housewife,5G,Airtel,Postpaid,487,24,2198,33.91,329,95,No,5,No,No,996,73150,Debit Card,Basic Phone,3,No,No,Yes
281,33,Male,Urban,Student,5G,Airtel,Prepaid,1757,6,2871,14.49,129,41,No,5,No,No,3675,97488,Credit Card,Smartphone,2,No,No,No
282,64,Male,Rural,Unemployed,4G,Vodafone,Prepaid,1913,6,488,13.02,291,86,No,3,Yes,Yes,4591,72792,Credit Card,Basic Phone,1,Yes,Yes,Yes
283,20,Female,Urban,Student,4G,Vodafone,Postpaid,1330,12,139,35.1,426,62,No,3,Yes,Yes,4524,54680,UPI,Smartphone,2,No,No,Yes
284,26,Female,Urban,Working Professional,4G,Airtel,Prepaid,1509,24,1907,12.06,60,56,No,3,No,No,1354,80489,Credit Card,Basic Phone,2,Yes,Yes,No
285,28,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1813,24,1413,26.78,364,24,No,3,No,Yes,4459,1050,Credit Card,Basic Phone,2,Yes,Yes,Yes
286,62,Male,Rural,Working Professional,4G,Jio,Prepaid,342,12,2691,45.13,304,14,Yes,3,Yes,Yes,2194,86695,Credit Card,Tablet,1,Yes,No,Yes
287,21,Female,Urban,Housewife,4G,Vodafone,Postpaid,972,6,230,39.39,332,68,No,4,No,No,3554,76369,Net Banking,Basic Phone,2,No,Yes,No
288,48,Female,Rural,Working Professional,4G,Airtel,Prepaid,679,6,2001,49.27,440,52,No,4,No,Yes,3940,24103,Credit Card,Basic Phone,2,Yes,No,Yes
289,68,Female,Rural,Student,4G,Jio,Prepaid,1683,0,2862,24.26,463,9,No,5,Yes,Yes,3636,69122,Net Banking,Tablet,3,Yes,Yes,Yes
290,26,Male,Urban,Unemployed,5G,Jio,Postpaid,1917,0,2220,11.2,49,89,No,3,Yes,No,1752,20093,Credit Card,Smartphone,3,Yes,Yes,No
291,21,Male,Urban,Student,5G,Vodafone,Prepaid,1963,12,2226,25.03,149,54,No,5,No,Yes,1168,65568,Credit Card,Smartphone,2,Yes,Yes,No
292,33,Female,Urban,Working Professional,4G,Airtel,Postpaid,1448,6,1668,18.62,213,13,No,3,Yes,No,4774,49955,Net Banking,Smartphone,2,No,Yes,No
293,45,Female,Rural,Working Professional,4G,Airtel,Prepaid,313,6,1725,41.55,368,41,Yes,2,Yes,Yes,4721,5692,Credit Card,Basic Phone,2,Yes,Yes,Yes
294,29,Male,Urban,Working Professional,5G,Vodafone,Postpaid,1367,0,2762,26.69,471,7,No,5,Yes,No,4419,76184,Credit Card,Basic Phone,1,Yes,No,No
295,43,Female,Rural,Working Professional,4G,Jio,Prepaid,1412,6,1141,43.04,426,54,No,5,No,Yes,3672,32560,Debit Card,Smartphone,3,Yes,Yes,Yes
296,21,Female,Urban,Housewife,4G,Vodafone,Prepaid,252,0,174,18.9,275,80,No,5,No,No,2503,16853,Credit Card,Basic Phone,1,Yes,No,Yes
297,67,Male,Rural,Working Professional,4G,Vodafone,Postpaid,869,12,1043,30.72,187,39,No,5,Yes,No,4594,39239,UPI,Smartphone,2,No,Yes,No
298,26,Male,Urban,Working Professional,5G,Airtel,Postpaid,1646,24,1307,20.76,277,43,Yes,1,No,No,1490,38548,Credit Card,Tablet,3,No,No,No
299,47,Female,Rural,Student,5G,Jio,Postpaid,845,24,531,46.65,378,51,No,5,No,Yes,3405,44862,Credit Card,Tablet,2,No,Yes,Yes
300,37,Male,Rural,Working Professional,4G,Jio,Prepaid,475,0,97,21.7,47,74,Yes,1,Yes,No,1390,97973,Credit Card,Tablet,3,Yes,No,No
301,24,Male,Urban,Student,5G,Airtel,Postpaid,397,0,1784,25.28,122,34,Yes,2,No,Yes,1163,11872,UPI,Tablet,3,Yes,No,Yes
302,31,Female,Urban,Unemployed,5G,Vodafone,Prepaid,1708,12,2074,45.58,199,70,No,5,No,No,4026,40128,Debit Card,Smartphone,1,Yes,Yes,Yes
303,41,Female,Rural,Student,5G,Airtel,Prepaid,942,24,878,6.33,134,66,No,4,Yes,No,1336,77129,UPI,Basic Phone,1,No,Yes,Yes
304,34,Female,Urban,Working Professional,4G,Vodafone,Prepaid,1731,12,2411,3.11,117,76,No,5,Yes,Yes,1269,82812,UPI,Basic Phone,2,Yes,Yes,Yes
305,42,Female,Rural,Unemployed,4G,Vodafone,Prepaid,1608,12,1126,42.14,101,9,No,3,No,No,4587,21496,Net Banking,Basic Phone,3,No,Yes,No
306,61,Male,Rural,Working Professional,4G,Jio,Prepaid,1336,12,962,29.5,254,46,Yes,1,No,Yes,3655,81690,Credit Card,Basic Phone,1,No,Yes,Yes
307,64,Female,Rural,Housewife,4G,Airtel,Postpaid,1432,0,2169,6.72,103,26,No,3,No,Yes,2957,94554,Debit Card,Tablet,3,Yes,Yes,Yes
308,44,Male,Rural,Working Professional,4G,Airtel,Prepaid,1694,12,2201,47.04,392,23,No,4,Yes,Yes,1947,57827,Net Banking,Smartphone,3,Yes,No,Yes
309,20,Female,Urban,Working Professional,5G,Airtel,Prepaid,1927,12,2972,14.96,266,84,No,3,Yes,No,1798,58509,Credit Card,Basic Phone,3,No,No,No
310,27,Female,Urban,Student,5G,Airtel,Postpaid,1865,24,925,28.76,187,99,Yes,2,Yes,Yes,100,81071,Credit Card,Basic Phone,3,Yes,Yes,No
311,20,Male,Urban,Unemployed,5G,Vodafone,Postpaid,415,6,1502,14.9,111,37,No,3,No,Yes,2459,87761,Net Banking,Basic Phone,1,No,No,Yes
312,26,Female,Urban,Working Professional,4G,Vodafone,Postpaid,1055,6,1534,30.86,98,17,No,3,No,Yes,550,49518,Credit Card,Tablet,1,Yes,No,Yes
313,39,Male,Rural,Working Professional,4G,Jio,Prepaid,812,12,497,3.92,391,86,No,5,No,No,1812,55027,UPI,Basic Phone,1,No,Yes,No
314,34,Female,Urban,Working Professional,5G,Airtel,Postpaid,1667,24,820,29.08,6,25,No,5,No,Yes,1701,65684,Debit Card,Basic Phone,2,Yes,Yes,Yes
315,54,Female,Rural,Working Professional,4G,Airtel,Prepaid,1382,12,1946,40.28,125,62,No,5,Yes,Yes,2227,2951,Credit Card,Tablet,3,Yes,Yes,Yes
316,28,Male,Urban,Working Professional,4G,Vodafone,Postpaid,1726,12,1079,39.07,390,61,No,5,No,Yes,3808,18467,Net Banking,Basic Phone,1,Yes,No,No
317,41,Female,Rural,Working Professional,4G,Vodafone,Prepaid,1956,12,943,7.17,277,10,No,5,No,Yes,4061,17975,UPI,Smartphone,1,No,Yes,No
318,64,Female,Rural,Housewife,4G,Vodafone,Prepaid,1288,6,2435,35.43,216,83,No,5,Yes,Yes,918,91120,Net Banking,Smartphone,2,No,Yes,No
319,22,Male,Urban,Unemployed,5G,Jio,Prepaid,1575,0,1237,41.61,316,31,No,4,No,Yes,1142,3317,UPI,Smartphone,2,No,Yes,No
320,24,Female,Urban,Unemployed,5G,Jio,Prepaid,1158,6,2419,34.0,152,81,Yes,1,No,Yes,1113,51688,UPI,Basic Phone,2,No,Yes,Yes
321,40,Male,Rural,Student,4G,Airtel,Prepaid,1369,12,2339,2.92,436,8,No,5,No,Yes,4101,68620,Net Banking,Smartphone,2,Yes,No,No
322,20,Male,Urban,Working Professional,4G,Airtel,Postpaid,439,12,808,24.19,145,33,No,5,No,No,3984,39034,Debit Card,Basic Phone,1,No,Yes,No
323,32,Female,Urban,Unemployed,4G,Airtel,Prepaid,1849,6,1229,17.9,223,73,No,5,No,Yes,2189,22453,Debit Card,Basic Phone,2,Yes,Yes,No
